MenuItemID,ItemName,ItemImage,ItemDescription,Price,MonthlySales,RestaurantID,CategoryID,StockStatus
775,Artist,https://placekitten.com/11/491,Answer oil could worker still school.,23.98,106,8062,32,Limited
776,Modern,https://placekitten.com/769/117,Chair commercial result condition.,20.56,130,5630,40,Limited
777,Quickly,https://placekitten.com/356/789,Produce among entire cost.,57.71,338,3578,63,Out of Stock
778,Foot,https://picsum.photos/479/769,Well strong especially case information material under.,43.45,107,5434,13,In Stock
779,Head,https://picsum.photos/166/857,Old hundred to central participant arm.,18.21,295,5280,22,Out of Stock
780,Energy,https://dummyimage.com/263x131,Cell town a interesting your.,26.38,410,3879,36,In Stock
781,All,https://dummyimage.com/502x929,Assume into campaign quality seek.,84.76,335,2205,99,Limited
782,Less,https://dummyimage.com/1017x990,Later generation president test let.,92.38,151,2748,19,In Stock
783,Type,https://placekitten.com/79/60,Work tonight bag along.,36.98,11,2520,70,Limited
784,Firm,https://dummyimage.com/245x253,Much anyone cut trade receive.,50.66,89,7004,47,Out of Stock
785,Expect,https://picsum.photos/82/177,Article mission me to.,60.86,445,9086,68,In Stock
786,Tree,https://dummyimage.com/935x905,Beat race federal win provide must.,11.42,178,1515,25,Limited
787,Join,https://placekitten.com/23/211,Run before still identify back dog prepare.,93.56,451,3064,81,Limited
788,Prevent,https://picsum.photos/726/747,Health by happen lay instead large front.,35.73,230,6775,63,Limited
789,Add,https://picsum.photos/407/670,Certainly reduce check nice lay floor.,64.15,341,1064,80,In Stock
790,So,https://dummyimage.com/631x833,Environmental head later fall defense.,53.86,218,9191,68,In Stock
791,Even,https://placekitten.com/761/364,Nothing different Mrs whose strategy.,5.22,256,7816,57,Limited
792,Back,https://placekitten.com/387/784,True consumer world career.,58.6,233,7686,30,In Stock
793,Natural,https://picsum.photos/908/223,Clearly staff be consumer score audience.,53.82,76,8409,23,In Stock
794,Now,https://placekitten.com/58/898,Cause body officer over hotel music.,53.9,477,1286,51,Limited
795,Guess,https://placekitten.com/565/343,Road argue book thought another tree.,83.19,172,5516,85,Out of Stock
796,Party,https://dummyimage.com/367x906,Offer next include middle ok laugh.,68.97,375,8825,3,Limited
797,Behind,https://placekitten.com/665/795,Entire wide himself inside.,85.48,473,3416,73,Limited
798,Save,https://dummyimage.com/225x671,No time already the item.,17.23,143,211,6,Limited
799,Safe,https://picsum.photos/13/582,Meeting pass white control south fire.,21.56,418,4729,54,Out of Stock
800,Interest,https://placekitten.com/491/1017,Risk man seek education.,91.4,220,6874,12,Limited
801,You,https://dummyimage.com/866x404,We rise floor it majority blood economic.,79.69,411,6449,25,Limited
802,Son,https://picsum.photos/732/209,Author military huge bit.,98.05,256,1390,73,Out of Stock
803,Sit,https://dummyimage.com/452x140,North later military full total turn.,51.73,99,6354,2,In Stock
804,Environment,https://picsum.photos/204/781,Describe real media conference.,79.72,484,4335,17,Out of Stock
805,Wonder,https://dummyimage.com/239x424,Across inside year plant down surface.,89.6,251,8175,4,Limited
806,According,https://dummyimage.com/75x616,Enter level message record loss four.,52.47,182,6144,26,In Stock
807,Five,https://dummyimage.com/718x597,Draw effort air piece senior true.,43.49,488,3447,100,Out of Stock
808,Buy,https://placekitten.com/186/632,Change like west item behavior that.,97.23,406,925,89,Limited
809,Benefit,https://placekitten.com/935/693,After stuff view seven shake student it.,23.62,492,1483,70,Out of Stock
810,Difference,https://placekitten.com/572/292,Hope apply bring throw if easy.,10.46,277,2938,4,Limited
811,East,https://picsum.photos/501/733,Base want develop policy drug.,28.21,37,1449,38,Limited
812,Strong,https://picsum.photos/129/1013,Month life before skin.,63.73,479,9535,27,Out of Stock
813,Development,https://placekitten.com/544/509,Pass perform reflect room pretty throw ask.,69.82,157,4075,3,Limited
814,Already,https://picsum.photos/23/628,Near boy material.,54.09,416,4765,70,In Stock
815,He,https://dummyimage.com/216x472,Talk age shake.,60.78,469,7726,76,Limited
816,Marriage,https://dummyimage.com/723x632,Population whether toward probably subject artist.,78.91,214,7852,76,Out of Stock
817,Ahead,https://picsum.photos/452/241,Reflect land military agreement.,94.76,413,3808,36,In Stock
818,Wait,https://picsum.photos/328/577,Opportunity garden place interest win tonight under.,80.89,143,7186,100,In Stock
819,Accept,https://picsum.photos/652/433,Audience manager argue carry government office item.,67.63,471,1135,15,In Stock
820,President,https://placekitten.com/110/956,Stop democratic own expert drive resource.,79.66,335,9673,70,In Stock
821,The,https://placekitten.com/88/369,Future foot day beyond middle.,93.81,135,9496,78,Out of Stock
822,Line,https://placekitten.com/499/686,Trip letter put spring computer performance.,43.03,320,7393,69,In Stock
823,Laugh,https://placekitten.com/928/215,Instead ready trade important employee ever.,21.9,228,37,22,In Stock
824,President,https://picsum.photos/796/826,Politics none from someone speak on thank.,79.26,206,2085,54,In Stock
825,About,https://picsum.photos/560/791,Plan prepare dark military.,79.07,386,7726,93,Out of Stock
826,Probably,https://placekitten.com/21/755,Friend eye skill design.,10.94,363,9371,73,In Stock
827,Student,https://picsum.photos/715/910,South name south series.,31.41,173,7997,10,Out of Stock
828,What,https://dummyimage.com/114x991,Instead strategy executive expert training war.,7.46,412,8269,3,In Stock
829,Approach,https://dummyimage.com/258x383,North explain I moment.,70.87,347,368,66,Out of Stock
830,Cover,https://placekitten.com/499/1017,Behind lay movie feeling particular so.,19.6,220,2709,70,In Stock
831,Interview,https://picsum.photos/987/714,Stuff mind especially career admit.,13.48,361,6080,66,Limited
832,Section,https://picsum.photos/685/837,Collection us smile state everybody ready ahead.,24.61,97,6982,85,Out of Stock
833,Growth,https://picsum.photos/248/421,Fear vote very wait son.,52.12,271,5862,58,Out of Stock
834,Attorney,https://dummyimage.com/898x276,Cell son possible place close alone nice since.,27.8,60,3801,30,In Stock
835,In,https://dummyimage.com/237x611,Watch floor black director professor arm next.,65.61,414,442,1,Out of Stock
836,Perform,https://picsum.photos/612/332,Smile just visit despite yet sport.,92.86,374,1973,57,In Stock
837,Near,https://picsum.photos/621/165,Star hold because task hear two some.,54.9,493,201,31,In Stock
838,Run,https://placekitten.com/884/528,She behavior action nature.,47.43,20,5989,41,Out of Stock
839,Lay,https://picsum.photos/649/266,Answer tonight education others short.,99.73,245,7143,23,Out of Stock
840,Bit,https://dummyimage.com/224x695,Moment rock fast take meeting.,83.66,23,8159,81,Limited
841,Director,https://picsum.photos/714/38,Much whose compare idea old.,34.39,175,4671,74,Limited
842,Visit,https://picsum.photos/576/475,Require friend tend sea.,8.3,173,9169,96,Out of Stock
843,Prevent,https://picsum.photos/459/628,Material specific wait stage it forward compare kitchen.,84.07,320,1764,10,Out of Stock
844,Authority,https://placekitten.com/881/719,Say attack economy here picture.,15.04,265,3368,7,Out of Stock
845,Class,https://dummyimage.com/351x781,Institution six sit positive fact nice.,90.66,140,8382,5,In Stock
846,Special,https://dummyimage.com/698x698,Take man political.,77.94,208,4087,83,In Stock
847,Learn,https://dummyimage.com/201x709,Certainly agent card fill.,65.21,159,3848,95,Out of Stock
848,Entire,https://placekitten.com/939/483,Toward debate brother unit factor eat difference.,21.54,432,4957,32,In Stock
849,Sound,https://picsum.photos/346/301,Down include leader side camera.,23.38,135,5865,34,Out of Stock
850,Son,https://picsum.photos/871/200,Also sign rather involve ever prevent.,64.48,315,7757,28,In Stock
851,Only,https://dummyimage.com/204x792,Article pattern part radio wait above course claim.,91.4,137,6972,47,Limited
852,Determine,https://picsum.photos/260/505,Commercial glass politics economy.,69.65,293,8782,67,Limited
853,Building,https://picsum.photos/924/566,Owner television low he wife painting player.,40.2,24,7657,69,Out of Stock
854,Offer,https://picsum.photos/444/843,Sense relate material others Mr.,11.84,274,1571,43,In Stock
855,Kind,https://picsum.photos/497/688,Tough exactly attack friend choice site east.,32.68,285,9107,17,In Stock
856,That,https://dummyimage.com/812x927,Within win skin number win.,66.11,359,9480,78,Out of Stock
857,Live,https://dummyimage.com/287x791,Same difficult word animal woman him to plant.,36.84,108,8329,4,In Stock
858,Poor,https://placekitten.com/862/704,Certainly short only without involve.,89.95,327,1396,90,Limited
859,I,https://dummyimage.com/133x552,Environmental herself image view firm feel here.,11.98,101,132,78,Out of Stock
860,Member,https://dummyimage.com/78x609,Soon nor body pass.,24.44,360,9926,28,Out of Stock
861,Wife,https://dummyimage.com/230x379,Stay wide price professor could.,37.05,114,2923,39,In Stock
862,Down,https://dummyimage.com/739x834,Computer television police often for important.,56.64,380,5663,94,Out of Stock
863,Too,https://dummyimage.com/121x89,Talk different soldier away believe remain.,30.99,372,4702,65,Limited
864,Occur,https://placekitten.com/827/72,Us meeting thousand contain.,84.98,482,1540,18,Out of Stock
865,Level,https://placekitten.com/860/56,Difficult foreign late.,88.43,33,3010,60,Out of Stock
866,Social,https://picsum.photos/907/197,Happy around any charge goal.,51.96,189,4516,44,Limited
867,Standard,https://picsum.photos/858/818,Significant specific marriage course somebody.,33.34,281,4242,19,Limited
868,Like,https://picsum.photos/291/209,Case fact cause book thing shoulder.,90.2,372,3587,43,Limited
869,Pressure,https://dummyimage.com/879x581,Painting sound which use physical plan put southern.,36.62,183,1834,39,Out of Stock
870,Focus,https://dummyimage.com/827x115,Billion role building similar do information.,75.74,83,8888,69,Limited
871,Great,https://dummyimage.com/867x779,Able fund decision hot give within professor.,89.12,121,1278,43,Limited
872,School,https://picsum.photos/291/444,Second not three matter minute side.,7.3,373,641,7,Limited
873,Almost,https://picsum.photos/537/701,Guess politics size plan impact.,92.25,238,957,2,Limited
874,Fill,https://picsum.photos/698/655,Machine performance also none direction beat.,93.45,88,3712,16,Out of Stock
875,Tonight,https://placekitten.com/435/978,Room smile same bring man senior.,7.67,3,8063,4,Limited
876,West,https://picsum.photos/752/508,Black animal fall mother stock office.,18.73,380,8775,17,In Stock
877,Good,https://picsum.photos/764/987,Tend culture voice PM well move pass attorney.,29.29,78,5465,88,Out of Stock
878,Good,https://picsum.photos/48/803,Force land shake future they talk red practice.,13.39,294,7095,45,In Stock
879,Then,https://placekitten.com/532/713,Debate not far court public plan or want.,73.72,368,6287,21,In Stock
880,Play,https://placekitten.com/956/824,Why political attorney act owner its.,86.91,353,3786,15,Limited
881,Phone,https://dummyimage.com/510x550,Military end really but art month idea.,86.44,182,6213,46,Out of Stock
882,Item,https://placekitten.com/625/280,College experience responsibility prove purpose feeling despite best.,5.42,171,2079,30,In Stock
883,Change,https://picsum.photos/834/157,Stand specific lead language beyond.,63.19,164,182,78,In Stock
884,Return,https://picsum.photos/579/243,Small third image from establish.,19.29,433,304,49,In Stock
885,Organization,https://placekitten.com/531/165,Top miss leg note ball hold decision role.,52.83,433,6797,34,Out of Stock
886,Environment,https://placekitten.com/522/595,Drop road relationship stock realize daughter hair bill.,41.4,31,9728,85,In Stock
887,Of,https://dummyimage.com/644x945,Appear blood share project whether pull.,29.48,365,6716,87,In Stock
888,Statement,https://picsum.photos/655/470,Indeed west although scene left particular public.,81.29,125,3535,61,Limited
889,Model,https://dummyimage.com/202x870,Since draw attorney use type campaign move like.,52.59,483,4218,48,Limited
890,Rule,https://placekitten.com/15/215,Building point them maintain.,61.07,319,4842,44,Limited
891,Kind,https://dummyimage.com/9x921,They wide hundred teacher name.,11.5,431,4208,95,In Stock
892,Participant,https://dummyimage.com/148x908,Admit return section.,62.49,268,323,33,Out of Stock
893,Old,https://dummyimage.com/427x538,Employee positive significant woman bad trade.,29.37,102,5659,51,In Stock
894,Seem,https://picsum.photos/215/748,Different data old popular station gun.,76.45,11,3952,26,In Stock
895,Join,https://picsum.photos/631/301,Consider experience truth wife create.,77.5,203,7986,37,Limited
896,Present,https://placekitten.com/238/84,Although term yes way.,15.0,492,5507,7,In Stock
897,Break,https://picsum.photos/680/167,Near two best.,85.3,3,2331,90,In Stock
898,South,https://dummyimage.com/935x677,Star in site their.,39.14,498,9584,69,Limited
899,Degree,https://picsum.photos/437/37,Glass population assume research stand.,78.68,3,7896,73,Limited
900,Common,https://dummyimage.com/505x489,Stock either past member financial hospital.,71.74,286,9033,10,Limited
901,Interview,https://placekitten.com/1006/244,Design political point example relationship.,61.18,410,9319,78,Out of Stock
902,Picture,https://dummyimage.com/191x302,Term onto interest environment mean student never.,49.57,310,9392,15,Limited
903,Adult,https://dummyimage.com/926x835,Service hot head.,17.31,181,5757,26,Out of Stock
904,Personal,https://picsum.photos/454/242,Manage reality cup set yard see.,72.53,54,9932,74,Out of Stock
905,Wide,https://dummyimage.com/340x795,Either manager big how respond nation.,49.43,377,9563,55,In Stock
906,Especially,https://dummyimage.com/315x251,From part theory provide successful north ready firm.,40.84,393,409,78,Limited
